OBJECTID,PERMITTYPE,OCCUPANCYTYPE,PERMITNUMBER,EFFECTIVEDATE,EXPIRATIONDATE,RAINDATE,PURPOSE,STATUS,SEG_ID,TYPE,ADDRESS
6615,Utility Work Excavation,Lane/Footway,2015-15189,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STRET AND FOOTWAY RESTORATION                                                                                                                                                                            ",Current,421310,STREET CLOSURE PERMIT,0 S 20TH ST  
6616,Utility Work Excavation,Lane/Footway,2015-15189,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STRET AND FOOTWAY RESTORATION                                                                                                                                                                            ",Current,421311,STREET CLOSURE PERMIT,0 S 20TH ST  
6617,Utility Work Excavation,Roadway/Footway,2016-05493,2016-06-17T00:00:00.000Z,2016-10-31T00:00:00.000Z,,TRENCH AND INSTALL CONDUIT FOR SERVICE TO 1815 RANSTEAD STREET.                                                                                                                                                                                           ,Current,421314,STREET CLOSURE PERMIT,1800 RANSTEAD ST  
6618,Utility Work Excavation,Roadway,2016-04402,2016-05-07T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"TRENCH AND INSTALL DUCT OR MAIN 16-00414
(PROJECT IS IN CONJUNCTION WITH PENNDOT BRIDGE PROJECT)                                                                                                                                                         ",Current,422001,STREET CLOSURE PERMIT,300 N 20TH ST  
6619,Equipment Placement,Lane,2015-09830,2015-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,,SHELTER PLATFORM                                                                                                                                                                                                                                          ,Current,422026,STREET CLOSURE PERMIT,0 S 24TH ST  
6620,Equipment Placement,Lane,2016-03405,2016-04-04T00:00:00.000Z,2016-10-01T00:00:00.000Z,,NEW CONSTRUCTION - 2402 MARKET STREET                                                                                                                                                                                                                     ,Current,422026,STREET CLOSURE PERMIT,0 S 24TH ST  
6621,Temporary Loading Zone,Lane,2016-09340,2016-07-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,LOAD/UNLOAD                                                                                                                                                                                                                                               ,Expired,421679,STREET CLOSURE PERMIT,2800 PARRISH ST  
6622,Equipment Placement,Lane/Footway,2015-12243,2015-11-23T00:00:00.000Z,2016-11-20T00:00:00.000Z,,NEW CONSTRUCTION                                                                                                                                                                                                                                          ,Current,421837,STREET CLOSURE PERMIT,300 N 15TH ST  
6623,Utility Work Excavation,Roadway/Footway,2015-15193,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STREET AND FOOTWAY RESTORATION                                                                                                                                                                           ",Current,421837,STREET CLOSURE PERMIT,300 N 15TH ST  
6624,Utility Work Excavation,Roadway/Footway,2016-02898,2016-04-22T00:00:00.000Z,2017-04-22T00:00:00.000Z,,NEW TRENCHING OPERATION AND MANHOLE ACCESS FOR SERVICE TO 1420 WALNUT ST                                                                                                                                                                                  ,Current,421154,STREET CLOSURE PERMIT,200 S 15TH ST  
6625,Equipment Placement,Footway,2016-08527,2016-06-30T00:00:00.000Z,2016-09-21T00:00:00.000Z,,SHELTER PLATFORM                                                                                                                                                                                                                                          ,Current,421154,STREET CLOSURE PERMIT,200 S 15TH ST  
6626,Temporary Loading Zone,Lane,2016-09407,2016-07-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Expired,421154,STREET CLOSURE PERMIT,200 S 15TH ST  
6627,Temporary Passenger Loading Zone,Lane/Footway,2016-09548,2016-07-22T00:00:00.000Z,2016-07-29T00:00:00.000Z,,TEMPORARY PASSENGER LOADING ZONE (DNC)                                                                                                                                                                                                                    ,Future,421154,STREET CLOSURE PERMIT,200 S 15TH ST  
6628,Temporary Loading Zone,Lane,2016-09378,2016-07-19T00:00:00.000Z,2016-07-19T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Expired,421161,STREET CLOSURE PERMIT,1400 LOCUST ST  
6629,Temporary Loading Zone,Lane,2016-09379,2016-07-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Future,421161,STREET CLOSURE PERMIT,1400 LOCUST ST  
6630,Temporary Passenger Loading Zone,Lane,2016-09606,2016-07-22T00:00:00.000Z,2016-07-29T00:00:00.000Z,,TEMPORARY PASSENGER LOADING ZONE                                                                                                                                                                                                                          ,Future,421172,STREET CLOSURE PERMIT,100 S 16TH ST  
6631,Utility Work Excavation,Lane/Footway,2016-05902,2016-06-02T00:00:00.000Z,2016-08-05T00:00:00.000Z,,"TRENCH & INSTALL DUCT
                                                                                                                                                                                                                                   ",Current,421172,STREET CLOSURE PERMIT,100 S 16TH ST  
6632,Utility Work Excavation,Lane/Footway,2015-15187,2016-01-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STREET RESTORATION                                                                                                                                                                                       ",Current,421189,STREET CLOSURE PERMIT,200 S 17TH ST  
6633,Equipment Placement,Lane,2015-14626,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421193,STREET CLOSURE PERMIT,300 S 17TH ST  
6634,Equipment Placement,Lane,2015-14627,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421193,STREET CLOSURE PERMIT,300 S 17TH ST  
6635,Temporary Loading Zone,Lane,2016-09146,2016-07-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,LOADING/UNLOADING                                                                                                                                                                                                                                         ,Future,421193,STREET CLOSURE PERMIT,300 S 17TH ST  
6636,Temporary No Parking,Lane,2016-09444,2016-08-01T00:00:00.000Z,2016-08-09T00:00:00.000Z,,LIFT PARKING                                                                                                                                                                                                                                              ,Future,421204,STREET CLOSURE PERMIT,200 S 19TH ST  
6637,Temporary Loading Zone,Lane,2015-14931,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421227,STREET CLOSURE PERMIT,100 S 21ST ST  
6638,Utility Work Excavation,Lane/Footway,2015-15189,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STRET AND FOOTWAY RESTORATION                                                                                                                                                                            ",Current,421227,STREET CLOSURE PERMIT,100 S 21ST ST  
6639,Utility Work Non-Excavation,Roadway,2016-07013,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION FOR SCP# 2014-10510                                                                                                                                                                                                                       ,Current,421906,STREET CLOSURE PERMIT,0 N 34TH ST  
6640,Equipment Placement,Lane,2015-14626,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421950,STREET CLOSURE PERMIT,1700 SPRUCE ST  
6641,Equipment Placement,Lane,2015-14627,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421950,STREET CLOSURE PERMIT,1700 SPRUCE ST  
6642,Utility Work Non-Excavation,Roadway,2016-07015,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION                                                                                                                                                                                                                                           ,Current,421950,STREET CLOSURE PERMIT,1700 SPRUCE ST  
6643,Equipment Placement,Lane,2015-14627,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421957,STREET CLOSURE PERMIT,300 S 16TH ST  
6644,Equipment Placement,Lane,2015-14626,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,421957,STREET CLOSURE PERMIT,300 S 16TH ST  
6645,Equipment Placement,Lane,2015-13471,2015-11-10T00:00:00.000Z,2016-11-09T00:00:00.000Z,,INSTALLATION OF CONSTRUCTION TRAILER COMPOUND                                                                                                                                                                                                             ,Current,421992,STREET CLOSURE PERMIT,0 VINE ST  
6646,Municipal Contract Work,Lane,2016-03134,2016-04-04T00:00:00.000Z,2017-04-01T00:00:00.000Z,,CABLE PULL AND INSTALLATION OF TRAFFIC CCTV                                                                                                                                                                                                               ,Current,320875,STREET CLOSURE PERMIT,1900 SOUTH ST  
6647,Utility Work Non-Excavation,Roadway,2016-07015,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION                                                                                                                                                                                                                                           ,Current,320875,STREET CLOSURE PERMIT,1900 SOUTH ST  
6648,Municipal Contract Work,Full,2015-13807,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,220439,STREET CLOSURE PERMIT,1500 OREGON AVE  
6649,Equipment Placement,Footway,2016-02006,2016-04-22T00:00:00.000Z,2017-04-21T00:00:00.000Z,,RESIDENTIAL CLEANING PROGRAM WITHIN SPORTS COMPLEX DISTRICT                                                                                                                                                                                               ,Current,220439,STREET CLOSURE PERMIT,1500 OREGON AVE  
6650,Municipal Contract Work,Roadway,2016-05304,2016-05-23T00:00:00.000Z,2017-05-21T00:00:00.000Z,,"PENNDOT PROJECT
(ECMS 62634 ) STAGE 2                                                                                                                                                                                                                    ",Current,220486,STREET CLOSURE PERMIT,2800 W PASSYUNK AVE  
6651,Equipment Placement,Footway,2016-02006,2016-04-22T00:00:00.000Z,2017-04-21T00:00:00.000Z,,RESIDENTIAL CLEANING PROGRAM WITHIN SPORTS COMPLEX DISTRICT                                                                                                                                                                                               ,Current,220572,STREET CLOSURE PERMIT,1700 HARTRANFT ST  
6652,Utility Work Excavation,Roadway/Footway,2016-02733,2016-04-02T00:00:00.000Z,2017-01-01T00:00:00.000Z,,PASSYUNK AVE (PGW 2016-05 - PHASE C)                                                                                                                                                                                                                      ,Current,322559,STREET CLOSURE PERMIT,2200 S LAMBERT ST  
6653,Municipal Contract Work,Lane/Footway,2016-04447,2016-04-28T00:00:00.000Z,2016-10-28T00:00:00.000Z,,TRANSIT SHELTER INSTALL                                                                                                                                                                                                                                   ,Current,322679,STREET CLOSURE PERMIT,2100 S BROAD ST  
6654,Municipal Contract Work,Full,2015-13807,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,220149,STREET CLOSURE PERMIT,1800 OREGON AVE  
6655,Equipment Placement,Footway,2016-02006,2016-04-22T00:00:00.000Z,2017-04-21T00:00:00.000Z,,RESIDENTIAL CLEANING PROGRAM WITHIN SPORTS COMPLEX DISTRICT                                                                                                                                                                                               ,Current,220149,STREET CLOSURE PERMIT,1800 OREGON AVE  
6656,Municipal Contract Work,Full,2015-13807,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,220168,STREET CLOSURE PERMIT,2100 OREGON AVE  
6657,Equipment Placement,Footway,2016-02006,2016-04-22T00:00:00.000Z,2017-04-21T00:00:00.000Z,,RESIDENTIAL CLEANING PROGRAM WITHIN SPORTS COMPLEX DISTRICT                                                                                                                                                                                               ,Current,220395,STREET CLOSURE PERMIT,0 GEARY ST  
6658,Temporary Passenger Loading Zone,Lane,2016-00402,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,323322,STREET CLOSURE PERMIT,600 S BROAD ST  
6659,Equipment Placement,Lane,2016-09561,2016-07-18T00:00:00.000Z,2016-07-19T00:00:00.000Z,,ART INSTALLATION                                                                                                                                                                                                                                          ,Expired,323322,STREET CLOSURE PERMIT,600 S BROAD ST  
6660,Equipment Placement,Lane/Footway,2016-09277,2016-07-14T00:00:00.000Z,2016-07-27T00:00:00.000Z,,ERECTION OF A FOUR STORY STRUCTURE                                                                                                                                                                                                                        ,Current,521040,STREET CLOSURE PERMIT,2100 N 17TH ST  
6661,Utility Work Excavation,Full,2015-09444,2015-08-05T00:00:00.000Z,2016-08-05T00:00:00.000Z,,INSTALL NEW WATER AND SEWER MAINS                                                                                                                                                                                                                         ,Current,520229,STREET CLOSURE PERMIT,2200 W BERKS ST  
6662,Utility Work Excavation,Lane/Footway,2016-04052,2016-04-21T00:00:00.000Z,2016-12-30T00:00:00.000Z,,22ND STREET - STREETSCAPE PROJECT - PHASE 2                                                                                                                                                                                                               ,Current,520687,STREET CLOSURE PERMIT,3000 N 22ND ST  
6663,Utility Work Excavation,Lane/Footway,2016-05132,2016-04-21T00:00:00.000Z,2016-12-30T00:00:00.000Z,,22ND STREET - STREETSCAPE PROJECT - PHASE 2                                                                                                                                                                                                               ,Current,520687,STREET CLOSURE PERMIT,3000 N 22ND ST  
6664,Utility Work Excavation,Full,2016-06590,2016-05-31T00:00:00.000Z,2016-08-31T00:00:00.000Z,,"TRENCH AND INSTALL NEW WATER MAIN, SERVICE LATERALS, CAST IN PLACE METER CHAMBER                                                                                                                                                                          ",Current,522140,STREET CLOSURE PERMIT,4000 FORD RD  
6665,Utility Work Excavation,Full,2015-09250,2015-08-04T00:00:00.000Z,2016-08-04T00:00:00.000Z,,INSTALL NEW WATER AND SEWER MAINS                                                                                                                                                                                                                         ,Current,520883,STREET CLOSURE PERMIT,3000 W DAUPHIN ST  
6666,Municipal Contract Work,Full,2015-13805,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,660943,STREET CLOSURE PERMIT,2400 ORTHODOX ST  
6667,Municipal Contract Work,Full,2016-04819,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,660962,STREET CLOSURE PERMIT,2800 HEDLEY ST  
6668,Municipal Contract Work,Full,2016-04819,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,660969,STREET CLOSURE PERMIT,4700 E THOMPSON ST  
6669,Equipment Placement,Lane/Footway,2016-06494,2016-06-06T00:00:00.000Z,2016-07-29T00:00:00.000Z,,DEMOLITION OF AN EXISTING STRUCTURE (2501 CHURCH STREET)                                                                                                                                                                                                  ,Current,661003,STREET CLOSURE PERMIT,2500 DUNCAN ST  
6670,Equipment Placement,Roadway,2016-07559,2016-07-11T00:00:00.000Z,2016-07-29T00:00:00.000Z,,"REHABILITATION OF SEPTA STATION
DEMOLITION                                                                                                                                                                                                               ",Current,660370,STREET CLOSURE PERMIT,4600 FRANKFORD AVE  
6671,Municipal Contract Work,Full,2016-03545,2016-04-15T00:00:00.000Z,2016-09-16T00:00:00.000Z,,"PWD  / WATER MAIN RELAY AND SEWER WORK
WORK NO. S-40842-RD                                                                                                                                                                                               ",Current,720030,STREET CLOSURE PERMIT,100 PELHAM RD  
6672,Utility Work Non-Excavation,Lane,2016-07912,2016-06-23T00:00:00.000Z,2016-07-16T00:00:00.000Z,,TEMPORARY STEAM BOILER PLACEMENT                                                                                                                                                                                                                          ,Expired,420951,STREET CLOSURE PERMIT,3400 CHESTNUT ST  
6673,Temporary Loading Zone,Lane,2016-07968,2016-07-16T00:00:00.000Z,2016-07-16T00:00:00.000Z,,LOADING/UNLOADING                                                                                                                                                                                                                                         ,Expired,420971,STREET CLOSURE PERMIT,200 S 44TH ST  
6674,Temporary Loading Zone,Lane,2016-09378,2016-07-19T00:00:00.000Z,2016-07-19T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Expired,423043,STREET CLOSURE PERMIT,0 LOCUST ST  
6675,Temporary Loading Zone,Lane,2016-09379,2016-07-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Future,423043,STREET CLOSURE PERMIT,0 LOCUST ST  
6676,Temporary Loading Zone,Full,2016-09380,2016-07-20T00:00:00.000Z,2016-07-21T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Future,423043,STREET CLOSURE PERMIT,0 LOCUST ST  
6677,Temporary Loading Zone,Lane,2016-09381,2016-07-27T00:00:00.000Z,2016-07-27T00:00:00.000Z,,LOADING & UNLOADING                                                                                                                                                                                                                                       ,Future,423043,STREET CLOSURE PERMIT,0 LOCUST ST  
6678,Utility Work Non-Excavation,Lane,2016-03616,2016-04-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,,"KT1A1M8JD - 15TH & ARCH TO 16TH & ARCH, 15TH & ARCH TO 13TH & ARCH - SPLICE FIBER                                                                                                                                                                         ",Current,423060,STREET CLOSURE PERMIT,0 ARCH ST  
6679,Temporary Loading Zone,Lane,2016-08897,2016-07-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,LOADING/UNLOADING                                                                                                                                                                                                                                         ,Expired,422349,STREET CLOSURE PERMIT,200 S 21ST ST  
6680,Municipal Contract Work,Lane/Footway,2016-08121,2016-06-27T00:00:00.000Z,2016-10-14T00:00:00.000Z,, EQUIPMENT INSTALLATION                                                                                                                                                                                                                                   ,Current,420582,STREET CLOSURE PERMIT,1600 SPRING GARDEN ST  
6681,Utility Work Excavation,Roadway/Footway,2015-15193,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STREET AND FOOTWAY RESTORATION                                                                                                                                                                           ",Current,420621,STREET CLOSURE PERMIT,500 N 15TH ST  
6682,Municipal Contract Work,Lane/Footway,2016-08144,2016-06-27T00:00:00.000Z,2016-10-14T00:00:00.000Z,, EQUIPMENT INSTALLATION                                                                                                                                                                                                                                   ,Current,401862,STREET CLOSURE PERMIT,6200 WALNUT ST  
6683,Utility Work Excavation,Lane/Footway,2016-04030,2016-04-25T00:00:00.000Z,2016-11-30T00:00:00.000Z,,"WATER MAIN RELOCATION, INSTALL LATERALS, STORM WATER GREEN WORK, CURB AND FOOTWAY                                                                                                                                                                         ",Current,420834,STREET CLOSURE PERMIT,4300 MARKET ST  
6684,Temporary Loading Zone,Lane,2016-08909,2016-07-19T00:00:00.000Z,2016-07-19T00:00:00.000Z,,LOADING/UNLOADING                                                                                                                                                                                                                                         ,Expired,342507,STREET CLOSURE PERMIT,300 CHRISTIAN ST  
6685,Municipal Contract Work,Lane/Footway,2016-02219,2016-03-11T00:00:00.000Z,2016-07-15T00:00:00.000Z,,"ADA RAMP UPGRADES, STREET RESTORATION FOR ALL MAJOR INTERSECTIONS                                                                                                                                                                                         ",Expired,342570,STREET CLOSURE PERMIT,800 S SWANSON ST  
6686,Utility Work Excavation,Lane,2015-15192,2016-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,,"TRENCH & INSTALL CONDUIT, CABLE PULL AND SPLICE, STRET AND FOOTWAY RESTORATION                                                                                                                                                                            ",Current,423138,STREET CLOSURE PERMIT,0 N 20TH ST  
6687,Utility Work Excavation,Roadway,2016-04402,2016-05-07T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"TRENCH AND INSTALL DUCT OR MAIN 16-00414
(PROJECT IS IN CONJUNCTION WITH PENNDOT BRIDGE PROJECT)                                                                                                                                                         ",Current,423138,STREET CLOSURE PERMIT,0 N 20TH ST  
6688,Utility Work Excavation,Roadway,2016-04402,2016-05-07T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"TRENCH AND INSTALL DUCT OR MAIN 16-00414
(PROJECT IS IN CONJUNCTION WITH PENNDOT BRIDGE PROJECT)                                                                                                                                                         ",Current,423139,STREET CLOSURE PERMIT,0 BENJAMIN FRANKLIN PKWY  
6689,Municipal Contract Work,Full,2015-13807,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,340015,STREET CLOSURE PERMIT,0 BAINBRIDGE ST  
6690,Equipment Placement,Footway,2016-08602,2016-07-01T00:00:00.000Z,2016-08-04T00:00:00.000Z,,FACADE REPAIR/CONSTRUCTION FENCE/SCAFFOLDING                                                                                                                                                                                                              ,Current,441453,STREET CLOSURE PERMIT,900 CUTHBERT ST  
6691,Equipment Placement,Lane,2016-08548,2016-08-01T00:00:00.000Z,2016-08-22T00:00:00.000Z,,BUILDING CONSTRUCTION                                                                                                                                                                                                                                     ,Future,320697,STREET CLOSURE PERMIT,1800 PINE ST  
6692,Equipment Placement,Lane,2015-14626,2016-01-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,320697,STREET CLOSURE PERMIT,1800 PINE ST  
6693,Equipment Placement,Lane,2015-14627,2016-03-25T00:00:00.000Z,2016-12-31T00:00:00.000Z,,RELAXATION OF PARKING REGULATIONS                                                                                                                                                                                                                         ,Current,320697,STREET CLOSURE PERMIT,1800 PINE ST  
6694,Utility Work Non-Excavation,Roadway,2016-07014,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION                                                                                                                                                                                                                                           ,Current,320697,STREET CLOSURE PERMIT,1800 PINE ST  
6695,Utility Work Non-Excavation,Roadway,2016-07014,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION                                                                                                                                                                                                                                           ,Current,320739,STREET CLOSURE PERMIT,2000 PINE ST  
6696,Equipment Placement,Full,2016-08359,2016-07-05T00:00:00.000Z,2016-09-02T00:00:00.000Z,,CONSTRUCTION FENCE                                                                                                                                                                                                                                        ,Current,522304,STREET CLOSURE PERMIT,2300 JEFFERSON ST  
6697,Utility Work Non-Excavation,Full,2016-04605,2016-05-02T00:00:00.000Z,2016-08-01T00:00:00.000Z,,MILLING                                                                                                                                                                                                                                                   ,Current,1060165,STREET CLOSURE PERMIT,10800 GIFFORD AVE  
6698,Utility Work Non-Excavation,Full,2016-04605,2016-05-02T00:00:00.000Z,2016-08-01T00:00:00.000Z,,MILLING                                                                                                                                                                                                                                                   ,Current,1060612,STREET CLOSURE PERMIT,200 TOMLINSON RD  
6699,Utility Work Non-Excavation,Full,2016-04616,2016-05-02T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,960776,STREET CLOSURE PERMIT,2100 BERWYN ST  
6700,Utility Work Non-Excavation,Full,2016-04601,2016-05-02T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,1060269,STREET CLOSURE PERMIT,11700 LOCKART RD  
6701,Municipal Contract Work,Lane/Footway,2016-09142,2016-07-12T00:00:00.000Z,2016-11-25T00:00:00.000Z,,TRANSIT SHELTER INSTALL                                                                                                                                                                                                                                   ,Current,1060519,STREET CLOSURE PERMIT,10200 BUSTLETON AVE  
6702,Utility Work Excavation,Lane/Footway,2016-02285,2016-01-29T00:00:00.000Z,2016-07-15T00:00:00.000Z,,INSTALL GAS MAINS/DITCHES                                                                                                                                                                                                                                 ,Expired,761411,STREET CLOSURE PERMIT,3400 COTTMAN AVE  
6703,Municipal Contract Work,Full,2016-04828,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,761425,STREET CLOSURE PERMIT,2800 SAINT VINCENT ST  
6704,Municipal Contract Work,Full,2016-04819,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,760228,STREET CLOSURE PERMIT,6900 TULIP ST  
6705,Municipal Contract Work,Full,2016-04819,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,760270,STREET CLOSURE PERMIT,6900 MARSDEN ST  
6706,Utility Work Excavation,Lane/Footway,2016-05990,2016-06-06T00:00:00.000Z,2017-11-16T00:00:00.000Z,,"TRENCH INTERSECTION AND INSTALL ELECTRIC CONDUIT, PULL AERIAL WIRE, INSTALL NEW TRAFFIC LIGHTS, INSTALL HANDICAP RAMPS, LINE STRIPING                                                                                                                     ",Current,761495,STREET CLOSURE PERMIT,3200 TYSON AVE  
6707,Utility Work Excavation,Lane/Footway,2016-09717,2016-07-20T00:00:00.000Z,2016-07-31T00:00:00.000Z,,INSTALL SOIL BORINGS                                                                                                                                                                                                                                      ,Future,620821,STREET CLOSURE PERMIT,200 W SEYMOUR ST  
6708,Municipal Contract Work,Full,2015-13804,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,600672,STREET CLOSURE PERMIT,4000 MANAYUNK AVE  
6709,Equipment Placement,Footway,2016-06679,2016-06-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,,CONSTRUCTION FENCE                                                                                                                                                                                                                                        ,Current,600672,STREET CLOSURE PERMIT,4000 MANAYUNK AVE  
6710,Utility Work Excavation,Roadway/Footway,2016-05676,2016-05-23T00:00:00.000Z,2016-08-05T00:00:00.000Z,,TRENCH & INSTALL GAS MAIN                                                                                                                                                                                                                                 ,Current,762266,STREET CLOSURE PERMIT,0 E ROOSEVELT BLVD  
6711,Municipal Contract Work,Full,2016-04828,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,762383,STREET CLOSURE PERMIT,6400 LORETTO AVE  
6712,Utility Work Non-Excavation,Full,2016-04590,2016-05-02T00:00:00.000Z,2016-08-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,860596,STREET CLOSURE PERMIT,8000 LARGE ST  
6713,Municipal Contract Work,Full,2016-04828,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,860675,STREET CLOSURE PERMIT,7100 LARGE ST  
6714,Municipal Contract Work,Full,2016-04837,2016-06-27T00:00:00.000Z,2016-09-01T00:00:00.000Z,,"MILLING, PREP WORK FOR CITY PAVING                                                                                                                                                                                                                        ",Current,740885,STREET CLOSURE PERMIT,900 SANGER ST  
6715,Utility Work Non-Excavation,Roadway,2016-07017,2016-06-25T00:00:00.000Z,2016-08-25T00:00:00.000Z,,DIG RESTORATION                                                                                                                                                                                                                                           ,Current,340217,STREET CLOSURE PERMIT,500 PINE ST  
6716,Municipal Contract Work,Full,2015-13807,2015-11-16T00:00:00.000Z,2016-09-02T00:00:00.000Z,,MILLING PROJECT CITY BID # 3780                                                                                                                                                                                                                           ,Current,340373,STREET CLOSURE PERMIT,900 BAINBRIDGE ST  
6717,Utility Work Excavation,Roadway/Footway,2016-02544,2016-03-19T00:00:00.000Z,2016-08-12T00:00:00.000Z,,TRENCH & INSTALL GAS MAIN                                                                                                                                                                                                                                 ,Current,340373,STREET CLOSURE PERMIT,900 BAINBRIDGE ST  
6718,Utility Work Excavation,Roadway/Footway,2016-02544,2016-03-19T00:00:00.000Z,2016-08-12T00:00:00.000Z,,TRENCH & INSTALL GAS MAIN                                                                                                                                                                                                                                 ,Current,340415,STREET CLOSURE PERMIT,700 S 10TH ST  
